bloco,question,year,answer,percentage
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2019,Aumentou,82
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2019,Permaneceu igual,13
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2019,Diminuiu,4
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2019,NS/NR,2
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2021,Aumentou,86
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2021,Permaneceu igual,10
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2021,Diminuiu,2
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2021,NS/NR,2
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2023,Aumentou,74
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2023,Permaneceu igual,19
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2023,Diminuiu,5
A violência vivida / testemunhada,"Para você, nos últimos doze meses, a violência doméstica e familiar contra a mulher:",2023,NS/NR,3
A violência vivida / testemunhada,Você conhece essa mulher pessoalmente?,2017,Sim,89
A violência vivida / testemunhada,Você conhece essa mulher pessoalmente?,2017,Não,10
A violência vivida / testemunhada,Você conhece essa mulher pessoalmente?,2017,NS/NR,0
A violência vivida / testemunhada,Você conhece essa mulher pessoalmente?,2019,Sim,89
A violência vivida / testemunhada,Você conhece essa mulher pessoalmente?,2019,Não,11
A violência vivida / testemunhada,Você conhece essa mulher pessoalmente?,2019,NS/NR,0
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2017,Sim,22
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2017,Não,78
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2017,NS/NR,0
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2019,Sim,19
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2019,Não,81
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2019,NS/NR,0
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2021,Sim,20
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2021,Não,80
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2021,NS/NR,0
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2023,Sim,22
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2023,Não,78
A violência vivida / testemunhada,Algum episódio de violência doméstica ou familiar ocorreu nos últimos 12 meses?,2023,NS/NR,0
A violência vivida / testemunhada,Atualmente ele é seu marido?,2019,Sim,43
A violência vivida / testemunhada,Atualmente ele é seu marido?,2019,Não,53
A violência vivida / testemunhada,Atualmente ele é seu marido?,2019,NS/NR,4
A violência vivida / testemunhada,Atualmente ele é seu marido?,2021,Sim,20
A violência vivida / testemunhada,Atualmente ele é seu marido?,2021,Não,79
A violência vivida / testemunhada,Atualmente ele é seu marido?,2021,NS/NR,2
A violência vivida / testemunhada,Atualmente ele é seu marido?,2023,Sim,26
A violência vivida / testemunhada,Atualmente ele é seu marido?,2023,Não,73
A violência vivida / testemunhada,Atualmente ele é seu marido?,2023,NS/NR,0
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2019,Sim,0
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2019,Não,100
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2019,NS/NR,0
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2021,Sim,0
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2021,Não,100
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2021,NS/NR,0
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2023,Sim,6
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2023,Não,94
A violência vivida / testemunhada,Atualmente ele é seu namorado?,2023,NS/NR,0
A violência vivida / testemunhada,Você depende economicamente dele?,2019,Sim,34
A violência vivida / testemunhada,Você depende economicamente dele?,2019,Não,66
A violência vivida / testemunhada,Você depende economicamente dele?,2019,NS/NR,0
A violência vivida / testemunhada,Você mora com ele?,2019,Sim,96
A violência vivida / testemunhada,Você mora com ele?,2019,Não,4
A violência vivida / testemunhada,Você mora com ele?,2019,NS/NR,0
A violência vivida / testemunhada,"Se você não dependesse economicamente, continuaria a morar com ele?",2019,Sim,47
A violência vivida / testemunhada,"Se você não dependesse economicamente, continuaria a morar com ele?",2019,Não,53
A violência vivida / testemunhada,"Se você não dependesse economicamente, continuaria a morar com ele?",2019,NS/NR,0
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2019,Bêbado,37
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2019,Com ciúmes,26
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2019,Inconformado com término de relacionamento,12
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2019,Drogado,7
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2019,Estado normal,6
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2019,Endividado,3
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2019,Outra situação,23
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2023,Ciúmes,49
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2023,Inconformado com término de relacionamento,46
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2023,Bêbado,40
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2023,Endividado,17
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2023,Drogado,17
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2023,Estado normal,9
A violência vivida / testemunhada,"No momento da agressão, o agressor estava:",2023,Outra situação,17
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Insultou você?,13
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,"Fez coisas para assustar você, como gritar ou quebrar objetos?",11
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Humilhou você diante de outras pessoas?,11
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Fez falsas acusações sobre você?,11
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,"Bateu, empurrou, jogou objeto, ou fez alguma outra coisa para machucar você?",6
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Ameaçou você ou alguém próximo de você?,6
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Tomou ou destruiu algum objeto ou documento seu para prejudicar você?,4
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Realizou alguma transação financeira para prejudicar você?,3
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Ameaçou usar ou usou alguma arma contra você?,2
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Tomou seu salário ou os rendimentos de seu trabalho?,2
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Usou fotos ou vídeos íntimos para chantagear você?,1
A violência vivida / testemunhada,"Nos últimos 12 meses, algum parceiro ou ex-parceiro:",2019,Divulgou fotos ou vídeos íntimos na internet sem a sua autorização?,1
A violência vivida / testemunhada,O quanto a agressão influenciou para o fim do relacionamento?,2021,Muito,90
A violência vivida / testemunhada,O quanto a agressão influenciou para o fim do relacionamento?,2021,Pouco,5
A violência vivida / testemunhada,O quanto a agressão influenciou para o fim do relacionamento?,2021,Nada,2
A violência vivida / testemunhada,O quanto a agressão influenciou para o fim do relacionamento?,2021,NS/NR,3
A violência vivida / testemunhada,O quanto a agressão influenciou para o fim do relacionamento?,2023,Muito,90
A violência vivida / testemunhada,O quanto a agressão influenciou para o fim do relacionamento?,2023,Pouco,5
A violência vivida / testemunhada,O quanto a agressão influenciou para o fim do relacionamento?,2023,Nada,3
A violência vivida / testemunhada,O quanto a agressão influenciou para o fim do relacionamento?,2023,NS/NR,1
A violência vivida / testemunhada,"Durante a pandemia, essas situações de violência vivida dentro de um relacionamento íntimo e familiar:",2021,Se tornaram mais frequentes?,49
A violência vivida / testemunhada,"Durante a pandemia, essas situações de violência vivida dentro de um relacionamento íntimo e familiar:",2021,Se tornaram mais frequentes?,50
A violência vivida / testemunhada,"Durante a pandemia, essas situações de violência vivida dentro de um relacionamento íntimo e familiar:",2021,Se tornaram mais frequentes?,1
A violência vivida / testemunhada,"Durante a pandemia, essas situações de violência vivida dentro de um relacionamento íntimo e familiar:",2021,Se tornaram mais graves?,44
A violência vivida / testemunhada,"Durante a pandemia, essas situações de violência vivida dentro de um relacionamento íntimo e familiar:",2021,Se tornaram mais graves?,55
A violência vivida / testemunhada,"Durante a pandemia, essas situações de violência vivida dentro de um relacionamento íntimo e familiar:",2021,Se tornaram mais graves?,1
A violência vivida / testemunhada,"Nos últimos 12 meses, alguém, de sua relação íntima ou familiar:",2021,Insultou você?,14
A violência vivida / testemunhada,"Nos últimos 12 meses, alguém, de sua relação íntima ou familiar:",2021,Fez falsas acusações sobre você?,14
A violência vivida / testemunhada,"Nos últimos 12 meses, alguém, de sua relação íntima ou familiar:",2021,Humilhou você diante de outras pessoas?,13
A violência vivida / testemunhada,"Nos últimos 12 meses, alguém, de sua relação íntima ou familiar:",2021,"Fez coisas para assustar você, como gritar ou quebrar objetos?",13
A violência vivida / testemunhada,"Nos últimos 12 meses, alguém, de sua relação íntima ou familiar:",2021,Ameaçou você ou alguém próximo de você?,11
