bloco,question,year,answer,percentage,category_translated,question_translated,answer_translated,total_answers
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Procurou ajuda dos amigos,42,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought help from friends,9150
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Denunciou em uma delegacia comum,31,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a common police station,6753
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Denunciou em uma Delegacia da Mulher,22,The violence lived / witnessed,What was your attitude towards the last aggression?,Denounced in a Women's Police Station,4793
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Não fez nada,9,The violence lived / witnessed,What was your attitude towards the last aggression?,Did nothing,1960
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Ligou para a Central de Atendimento à Mulher,7,The violence lived / witnessed,What was your attitude towards the last aggression?,Called the Women's Service Center,1525
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Procurou uma associação ou entidade especializada (ONG),6,The violence lived / witnessed,What was your attitude towards the last aggression?,Sought a specialized association or entity (NGO),1307
A violência vivida / testemunhada,Qual foi sua atitude em relação à última agressão?,2023,Outra,21,The violence lived / witnessed,What was your attitude towards the last aggression?,Other,4575
A violência vivida / testemunhada,O que motivou a violência?,2007,Uso do álcool,46,The violence lived / witnessed,What motivated violence?,Alcohol use,366
A violência vivida / testemunhada,O que motivou a violência?,2007,Ciúmes,23,The violence lived / witnessed,What motivated violence?,Jealousy,183
A violência vivida / testemunhada,O que motivou a violência?,2007,Falta de dinheiro,7,The violence lived / witnessed,What motivated violence?,Lack of money,55
A violência vivida / testemunhada,O que motivou a violência?,2007,Traição conjugal,5,The violence lived / witnessed,What motivated violence?,Marital betrayal,39
A violência vivida / testemunhada,O que motivou a violência?,2007,Uso de drogas,5,The violence lived / witnessed,What motivated violence?,Drug use,39
A violência vivida / testemunhada,O que motivou a violência?,2007,Influência de familiares,4,The violence lived / witnessed,What motivated violence?,Influence of family members,31
A violência vivida / testemunhada,O que motivou a violência?,2007,Influência das amizades,2,The violence lived / witnessed,What motivated violence?,Influence of friendships,15
A violência vivida / testemunhada,O que motivou a violência?,2007,Outros motivos/vícios,2,The violence lived / witnessed,What motivated violence?,Other reasons/addictions,15
A violência vivida / testemunhada,O que motivou a violência?,2007,NS/NR,7,The violence lived / witnessed,What motivated violence?,NS/NR,55
A violência vivida / testemunhada,O que motivou a violência?,2009,Uso de drogas,6,The violence lived / witnessed,What motivated violence?,Drug use,49
A violência vivida / testemunhada,O que motivou a violência?,2009,Falta de dinheiro,5,The violence lived / witnessed,What motivated violence?,Lack of money,41
A violência vivida / testemunhada,O que motivou a violência?,2009,Traição conjugal,5,The violence lived / witnessed,What motivated violence?,Marital betrayal,41
A violência vivida / testemunhada,O que motivou a violência?,2009,NS/NR,4,The violence lived / witnessed,What motivated violence?,NS/NR,33
A violência vivida / testemunhada,O que motivou a violência?,2009,Uso do álcool,31,The violence lived / witnessed,What motivated violence?,Alcohol use,256
A violência vivida / testemunhada,O que motivou a violência?,2009,Outros motivos/vícios,30,The violence lived / witnessed,What motivated violence?,Other reasons/addictions,248
A violência vivida / testemunhada,O que motivou a violência?,2009,Influência de familiares,3,The violence lived / witnessed,What motivated violence?,Influence of family members,24
A violência vivida / testemunhada,O que motivou a violência?,2009,Ciúmes,25,The violence lived / witnessed,What motivated violence?,Jealousy,206
A violência vivida / testemunhada,O que motivou a violência?,2009,Influência das amizades,2,The violence lived / witnessed,What motivated violence?,Influence of friendships,16
A violência vivida / testemunhada,O que motivou a violência?,2011,Traição conjugal,7,The violence lived / witnessed,What motivated violence?,Marital betrayal,94
A violência vivida / testemunhada,O que motivou a violência?,2011,O pedido de separação,5,The violence lived / witnessed,What motivated violence?,The request for separation,67
A violência vivida / testemunhada,O que motivou a violência?,2011,Outros motivos/vícios,33,The violence lived / witnessed,What motivated violence?,Other reasons/addictions,446
A violência vivida / testemunhada,O que motivou a violência?,2011,Uso de drogas,3,The violence lived / witnessed,What motivated violence?,Drug use,40
A violência vivida / testemunhada,O que motivou a violência?,2011,Falta de dinheiro,3,The violence lived / witnessed,What motivated violence?,Lack of money,40
A violência vivida / testemunhada,O que motivou a violência?,2011,Uso do álcool,27,The violence lived / witnessed,What motivated violence?,Alcohol use,365
A violência vivida / testemunhada,O que motivou a violência?,2011,Ciúmes,27,The violence lived / witnessed,What motivated violence?,Jealousy,365
A violência vivida / testemunhada,O que motivou a violência?,2011,Influência das amizades,1,The violence lived / witnessed,What motivated violence?,Influence of friendships,13
A violência vivida / testemunhada,O que motivou a violência?,2011,Influência de familiares,1,The violence lived / witnessed,What motivated violence?,Influence of family members,13
A violência vivida / testemunhada,O que motivou a violência?,2013,Traição conjugal,6,The violence lived / witnessed,What motivated violence?,Marital betrayal,74
A violência vivida / testemunhada,O que motivou a violência?,2013,O pedido de separação,6,The violence lived / witnessed,What motivated violence?,The request for separation,74
A violência vivida / testemunhada,O que motivou a violência?,2013,Outros motivos/vícios,42,The violence lived / witnessed,What motivated violence?,Other reasons/addictions,524
A violência vivida / testemunhada,O que motivou a violência?,2013,Uso de drogas,3,The violence lived / witnessed,What motivated violence?,Drug use,37
A violência vivida / testemunhada,O que motivou a violência?,2013,Ciúmes,28,The violence lived / witnessed,What motivated violence?,Jealousy,349
A violência vivida / testemunhada,O que motivou a violência?,2013,Uso do álcool,25,The violence lived / witnessed,What motivated violence?,Alcohol use,312
A violência vivida / testemunhada,O que motivou a violência?,2013,Falta de dinheiro,1,The violence lived / witnessed,What motivated violence?,Lack of money,12
A violência vivida / testemunhada,O que motivou a violência?,2013,Influência das amizades,1,The violence lived / witnessed,What motivated violence?,Influence of friendships,12
A violência vivida / testemunhada,O que motivou a violência?,2013,Influência de familiares,1,The violence lived / witnessed,What motivated violence?,Influence of family members,12
A violência vivida / testemunhada,O que motivou a violência?,2013,Vícios em jogos,0,The violence lived / witnessed,What motivated violence?,Games addictions,0
A violência vivida / testemunhada,O que motivou a violência?,2015,Outros motivos/vícios,45,The violence lived / witnessed,What motivated violence?,Other reasons/addictions,495
A violência vivida / testemunhada,O que motivou a violência?,2015,Uso de drogas,4,The violence lived / witnessed,What motivated violence?,Drug use,44
A violência vivida / testemunhada,O que motivou a violência?,2015,Traição conjugal,3,The violence lived / witnessed,What motivated violence?,Marital betrayal,33
A violência vivida / testemunhada,O que motivou a violência?,2015,Influência de familiares,3,The violence lived / witnessed,What motivated violence?,Influence of family members,33
A violência vivida / testemunhada,O que motivou a violência?,2015,O pedido de separação,3,The violence lived / witnessed,What motivated violence?,The request for separation,33
A violência vivida / testemunhada,O que motivou a violência?,2015,Ciúmes,21,The violence lived / witnessed,What motivated violence?,Jealousy,231
A violência vivida / testemunhada,O que motivou a violência?,2015,Falta de dinheiro,2,The violence lived / witnessed,What motivated violence?,Lack of money,22
A violência vivida / testemunhada,O que motivou a violência?,2015,Uso do álcool,19,The violence lived / witnessed,What motivated violence?,Alcohol use,209
A violência vivida / testemunhada,O que motivou a violência?,2017,Outros motivos/vícios,27,The violence lived / witnessed,What motivated violence?,Other reasons/addictions,301
A violência vivida / testemunhada,O que motivou a violência?,2017,Uso do álcool,24,The violence lived / witnessed,What motivated violence?,Alcohol use,267
A violência vivida / testemunhada,O que motivou a violência?,2017,Ciúmes,17,The violence lived / witnessed,What motivated violence?,Jealousy,189
A violência vivida / testemunhada,O que motivou a violência?,2017,Uso de drogas,5,The violence lived / witnessed,What motivated violence?,Drug use,55
A violência vivida / testemunhada,O que motivou a violência?,2017,O pedido de separação,5,The violence lived / witnessed,What motivated violence?,The request for separation,55
A violência vivida / testemunhada,O que motivou a violência?,2017,Traição conjugal,4,The violence lived / witnessed,What motivated violence?,Marital betrayal,44
A violência vivida / testemunhada,O que motivou a violência?,2017,Falta de dinheiro,2,The violence lived / witnessed,What motivated violence?,Lack of money,22
